data;codcli;Vendedor;produto;des_cat_pro;produto;origem;peso_liquido;valor_total;movimento
05/09/2022;5918;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2370;2725,5;ENTRADA
05/09/2022;5377;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1300;1820;ENTRADA
05/09/2022;356;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;520;0,01;ENTRADA
05/09/2022;26;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2670;3604,5;ENTRADA
05/09/2022;6438;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;90;108;ENTRADA
05/09/2022;6192;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;279;390,6;ENTRADA
05/09/2022;6070;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;66;92,4;ENTRADA
05/09/2022;6252;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;600;810;ENTRADA
05/09/2022;3085;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;850;977,5;ENTRADA
05/09/2022;5662;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;189;226,8;ENTRADA
05/09/2022;4653;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2020;2727;ENTRADA
05/09/2022;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2790;3766,5;ENTRADA
05/09/2022;2599;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4790;6706;ENTRADA
05/09/2022;1098;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2780;3892;ENTRADA
05/11/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;28537.4;40523,11;SAIDA
05/11/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;29337.6;41659,39;SAIDA
05/12/2022;3557;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;167;150,3;ENTRADA
05/12/2022;2230;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;13620;17025;ENTRADA
05/12/2022;2230;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;18880;23600;ENTRADA
05/12/2022;304;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5200;4420;ENTRADA
05/12/2022;5294;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;550;495;ENTRADA
06/01/2023;1752;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;290;304,5;ENTRADA
06/01/2023;1200;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3220;3542;ENTRADA
06/01/2023;694;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2890;2456,5;ENTRADA
06/01/2023;1151;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;500;525;ENTRADA
06/01/2023;393;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;270;243;ENTRADA
06/01/2023;6;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;860;903;ENTRADA
06/01/2023;6571;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;590;531;ENTRADA
06/09/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;8200;11480;ENTRADA
06/09/2022;2604;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;80;96;ENTRADA
06/09/2022;1552;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2050;2767,5;ENTRADA
06/09/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;780;1092;ENTRADA
06/09/2022;1579;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;700;840;ENTRADA
06/09/2022;1095;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;251;301,2;ENTRADA
06/09/2022;15;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;880;1249,6;ENTRADA
05/10/2022;5428;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1290;1483,5;ENTRADA
05/10/2022;5068;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;8190;11056,5;ENTRADA
06/10/2022;46;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;9550;13370;ENTRADA
06/10/2022;2873;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;130;156;ENTRADA
06/10/2022;55;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2420;3388;ENTRADA
06/10/2022;51;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1000;1400;ENTRADA
06/10/2022;6404;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2060;2678;ENTRADA
06/10/2022;6110;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;360;486;ENTRADA
06/10/2022;3958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;780;1053;ENTRADA
06/10/2022;1432;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;351;421,2;ENTRADA
06/10/2022;4961;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;540;756;ENTRADA
06/10/2022;4597;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2250;3375;ENTRADA
06/10/2022;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1490;2086;ENTRADA
06/10/2022;4696;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1520;2052;ENTRADA
06/10/2022;2117;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;25330;41736,75;SAIDA
06/12/2022;5861;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;11740;12327;ENTRADA
06/12/2022;1938;Vendedor I;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3360;3528;ENTRADA
06/12/2022;3557;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;153;137,7;ENTRADA
06/12/2022;1886;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;600;660;ENTRADA
06/12/2022;1938;Vendedor I;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;80;88;ENTRADA
06/12/2022;5670;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1540;1617;ENTRADA
06/12/2022;3166;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;320;288;ENTRADA
06/12/2022;292;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;6370;7007;ENTRADA
06/12/2022;6122;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1630;1711,5;ENTRADA
07/02/2023;51;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;790;908,5;ENTRADA
07/02/2023;26;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2480;2728;ENTRADA
07/02/2023;3958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1110;1221;ENTRADA
07/02/2023;2453;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;410;451;ENTRADA
07/02/2023;6272;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;20500;30750;ENTRADA
07/02/2023;3908;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2620;3013;ENTRADA
07/02/2023;3599;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;22520;29276;ENTRADA
07/02/2023;3557;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;176;193,6;ENTRADA
07/02/2023;51;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;420;483;ENTRADA
07/02/2023;4450;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1390;1668;ENTRADA
07/10/2022;4053;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;10490;14161,5;ENTRADA
07/10/2022;5794;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;230;322;ENTRADA
07/10/2022;6150;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;328;459,2;ENTRADA
07/10/2022;1151;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;370;499,5;ENTRADA
07/10/2022;4234;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2740;3699;ENTRADA
07/10/2022;1886;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1570;2198;ENTRADA
07/10/2022;3614;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;450;607,5;ENTRADA
07/10/2022;3958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;130;175,5;ENTRADA
07/10/2022;1151;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;290;391,5;ENTRADA
07/10/2022;6469;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;210;252;ENTRADA
07/10/2022;1965;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1024;1433,6;ENTRADA
07/10/2022;6375;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;540;756;ENTRADA
07/10/2022;6028;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;290;348;ENTRADA
07/10/2022;1938;Vendedor I;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3770;5278;ENTRADA
07/10/2022;6192;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2920;3942;ENTRADA
07/10/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;9970;13958;ENTRADA
07/10/2022;862;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1481;1999,35;ENTRADA
07/10/2022;1039;Vendedor M;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3930;5698,5;SAIDA
07/11/2022;5377;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1690;2028;ENTRADA
07/11/2022;51;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;370;407;ENTRADA
07/11/2022;6;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1910;2005,5;ENTRADA
07/11/2022;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1860;2046;ENTRADA
07/11/2022;6070;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2210;2320,5;ENTRADA
07/11/2022;292;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5840;7300;ENTRADA
07/11/2022;1886;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;120;132;ENTRADA
07/11/2022;1552;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;912;957,6;ENTRADA
07/11/2022;6500;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;260;234;ENTRADA
07/11/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;30262.4;42972,61;SAIDA
05/10/2022;1039;Vendedor M;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;21430;31073,5;SAIDA
05/10/2022;751;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;21664;36927,95;SAIDA
07/12/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5660;6226;ENTRADA
07/12/2022;292;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2110;2321;ENTRADA
07/12/2022;26;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1470;1543,5;ENTRADA
07/12/2022;3651;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2790;3069;ENTRADA
07/12/2022;2453;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;350;367,5;ENTRADA
07/12/2022;6405;Vendedor L;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;197;206,85;ENTRADA
07/12/2022;5377;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;770;847;ENTRADA
07/12/2022;6503;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;60;54;ENTRADA
07/12/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;12700;13970;ENTRADA
07/12/2022;6534;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;377;339,3;ENTRADA
07/12/2022;4450;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1390;1598,5;ENTRADA
07/12/2022;292;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;881;969,1;ENTRADA
07/12/2022;2946;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4250;4675;ENTRADA
07/12/2022;860;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;900;900;ENTRADA
05/10/2022;5377;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;495;693;ENTRADA
15/02/2023;6647;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;296;296;ENTRADA
15/02/2023;4208;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2580;2580;ENTRADA
15/02/2023;3557;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;68;74,8;ENTRADA
20/01/2023;6604;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4154;5664,52;ENTRADA
24/02/2023;4450;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;876;1095;ENTRADA
27/01/2023;2453;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;210;231;ENTRADA
27/01/2023;292;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1010;1161,5;ENTRADA
22/02/2023;3958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;256;281,6;ENTRADA
22/02/2023;4234;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2550;2932,5;ENTRADA
22/02/2023;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3010;3311;ENTRADA
22/02/2023;3557;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;190;209;ENTRADA
22/02/2023;4597;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2970;2376;ENTRADA
22/02/2023;14;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3420;3762;ENTRADA
08/10/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;30778.1;50168,3;SAIDA
08/10/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;30333.6;49443,77;SAIDA
08/10/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;28819.2;46975,3;SAIDA
08/12/2022;3557;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;75;67,5;ENTRADA
08/12/2022;5639;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1643;1807,3;ENTRADA
08/12/2022;3958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;281;295,05;ENTRADA
08/12/2022;3006;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2377;2495,85;ENTRADA
08/12/2022;6536;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;396;356,4;ENTRADA
08/12/2022;6290;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;560;504;ENTRADA
08/12/2022;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;350;402,5;ENTRADA
08/12/2022;6252;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1700;1785;ENTRADA
08/12/2022;465;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2140;2247;ENTRADA
08/12/2022;4223;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;924;924;ENTRADA
08/12/2022;2378;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3990;4189,5;ENTRADA
16/03/2023;3840;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;100;110;ENTRADA
15/02/2023;5844;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;770;770;ENTRADA
15/02/2023;5623;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2330;2563;ENTRADA
15/02/2023;1151;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;230;253;ENTRADA
11/02/2023;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;15360;21273,6;SAIDA
11/02/2023;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;16560;22935,6;SAIDA
11/02/2023;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;15010;20788,85;SAIDA
11/02/2023;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;12265;16987,03;SAIDA
11/02/2023;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;15985;22139,23;SAIDA
14/12/2022;4461;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;110;99;ENTRADA
14/12/2022;1552;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2130;2236,5;ENTRADA
14/12/2022;6522;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;25640;28204;ENTRADA
14/12/2022;3651;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;670;737;ENTRADA
14/12/2022;3303;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1390;1529;ENTRADA
14/12/2022;3557;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;25;22,5;ENTRADA
14/12/2022;4450;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1124;1292,6;ENTRADA
14/12/2022;6150;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;760;836;ENTRADA
14/12/2022;2453;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;434;455,7;ENTRADA
09/09/2022;5861;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;15140;21196;ENTRADA
09/09/2022;2270;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;130;156;ENTRADA
09/09/2022;1391;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;220;264;ENTRADA
09/09/2022;5377;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1800;2520;ENTRADA
09/09/2022;3908;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;8550;11542,5;ENTRADA
09/09/2022;34;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;380;437;ENTRADA
09/09/2022;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1850;2590;ENTRADA
09/09/2022;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1950;2632,5;ENTRADA
09/09/2022;1440;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2000;2000;ENTRADA
09/09/2022;2653;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1580;2212;ENTRADA
09/09/2022;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1450;2030;ENTRADA
09/09/2022;1151;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;210;283,5;ENTRADA
09/09/2022;1204;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2180;2507;ENTRADA
09/09/2022;1098;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1840;2576;ENTRADA
09/09/2022;2818;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1630;1874,5;ENTRADA
09/09/2022;5178;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1430;1644,5;ENTRADA
09/11/2022;631;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3640;4004;ENTRADA
09/11/2022;6203;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;170;153;ENTRADA
09/11/2022;5241;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;10;10,5;ENTRADA
09/11/2022;2453;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;270;283,5;ENTRADA
09/11/2022;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2400;2640;ENTRADA
09/11/2022;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1730;1903;ENTRADA
09/11/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;34388.2;48831,24;SAIDA
21/02/2023;1552;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1979;2176,9;ENTRADA
21/02/2023;1083;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;230;230;ENTRADA
21/02/2023;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1890;2079;ENTRADA
23/08/2022;1886;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1190;1666;ENTRADA
23/08/2022;6060;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1280;1728;ENTRADA
23/08/2022;55;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1300;1820;ENTRADA
23/08/2022;6353;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2930;3369,5;ENTRADA
23/08/2022;5894;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;260;312;ENTRADA
15/02/2023;4234;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1760;2024;ENTRADA
10/10/2022;1118;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;8930;12055,5;ENTRADA
10/10/2022;4418;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3590;5026;ENTRADA
10/10/2022;465;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1440;1944;ENTRADA
10/10/2022;832;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;940;1081;ENTRADA
10/10/2022;1779;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3050;4117,5;ENTRADA
10/10/2022;5803;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;230;241,5;ENTRADA
10/10/2022;273;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;760;1064;ENTRADA
10/10/2022;925;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4880;6588;ENTRADA
10/10/2022;142;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2150;2902,5;ENTRADA
10/10/2022;6004;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;280;294;ENTRADA
10/10/2022;3908;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;6800;9180;ENTRADA
10/10/2022;5377;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2580;3612;ENTRADA
10/10/2022;631;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5250;7087,5;ENTRADA
10/10/2022;2946;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;6530;9142;ENTRADA
10/10/2022;1039;Vendedor M;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3420;4959;SAIDA
10/10/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;26791.4;43669,98;SAIDA
10/10/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;30487.8;49695,11;SAIDA
10/10/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;25502.4;41568,91;SAIDA
10/10/2022;2116;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;25404.3;41409,01;SAIDA
10/11/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5790;6948;ENTRADA
10/11/2022;6505;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;390;351;ENTRADA
10/11/2022;51;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;600;660;ENTRADA
10/11/2022;5179;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;930;790,5;ENTRADA
